,dataset,id,editor,collaboration,process,exptype,year,reference2,frame,in1particle,in1energyunit,in2particle,out1particle,out2particle,out3particle,y1name,y1namelong,y1unit,y1value,y1errorstatistic,x1name,x1unit,x1value,x2name,x2unit,x2value,x3name,x3unit,x3value,x4name,x4unit,x4value,x5name,x5unit,x5value,xnames,xaxes,yaxis,filename,units,newunits,in1charge,in1energy,xB,Q2,t,phi,val,errplus,errminus,errstat,errsyst,errnorm,err,W,xi,tm,in1polarization,origval,origerr,origerrminus,origerrplus,origerrstat,origerrsyst,origerrnorm,newframe,s,y,eps,eps2,J,K2,K,tK2,tK,r,chi0,chi,intP1P2,P1P2
24,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,3.0106929596902186,0.04374,0.0017,0.0017,0.0017,0.0,0.0,0.0017,2.5383334571180907,0.2217470983506414,0.13,0,0.04374,0.0017,0.0017,0.0017,0.0017,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
25,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,2.748893571891069,0.03845,0.0016,0.0016,0.0016,0.0,0.0,0.0016,2.5383334571180907,0.2217470983506414,0.13,0,0.03845,0.0016,0.0016,0.0016,0.0016,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
26,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,2.4870941840919194,0.03587,0.0015,0.0015,0.0015,0.0,0.0,0.0015,2.5383334571180907,0.2217470983506414,0.13,0,0.03587,0.0015,0.0015,0.0015,0.0015,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
27,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,2.2252947962927703,0.03162,0.0013,0.0013,0.0013,0.0,0.0,0.0013,2.5383334571180907,0.2217470983506414,0.13,0,0.03162,0.0013,0.0013,0.0013,0.0013,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
28,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,1.9634954084936207,0.02425,0.0011,0.0011,0.0011,0.0,0.0,0.0011,2.5383334571180907,0.2217470983506414,0.13,0,0.02425,0.0011,0.0011,0.0011,0.0011,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
29,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,1.7016960206944713,0.02062,0.001,0.001,0.001,0.0,0.0,0.001,2.5383334571180907,0.2217470983506414,0.13,0,0.02062,0.001,0.001,0.001,0.001,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
30,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,1.439896632895322,0.01769,0.0009,0.0009,0.0009,0.0,0.0,0.0009,2.5383334571180907,0.2217470983506414,0.13,0,0.01769,0.0009,0.0009,0.0009,0.0009,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
31,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,1.1780972450961724,0.01511,0.00081,0.00081,0.00081,0.0,0.0,0.00081,2.5383334571180907,0.2217470983506414,0.13,0,0.01511,0.00081,0.00081,0.00081,0.00081,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
32,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,0.9162978572970228,0.01295,0.00076,0.00076,0.00076,0.0,0.0,0.00076,2.5383334571180907,0.2217470983506414,0.13,0,0.01295,0.00076,0.00076,0.00076,0.00076,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
33,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,0.6544984694978733,0.01345,0.00077,0.00077,0.00077,0.0,0.0,0.00077,2.5383334571180907,0.2217470983506414,0.13,0,0.01345,0.00077,0.00077,0.00077,0.00077,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
34,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,0.39269908169872414,0.0107,0.00069,0.00069,0.00069,0.0,0.0,0.00069,2.5383334571180907,0.2217470983506414,0.13,0,0.0107,0.00069,0.00069,0.00069,0.00069,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
35,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,0.13089969389957457,0.01124,0.00071,0.00071,0.00071,0.0,0.0,0.00071,2.5383334571180907,0.2217470983506414,0.13,0,0.01124,0.00071,0.00071,0.00071,0.00071,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
36,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-0.13089969389957457,0.01152,0.00072,0.00072,0.00072,0.0,0.0,0.00072,2.5383334571180907,0.2217470983506414,0.13,0,0.01152,0.00072,0.00072,0.00072,0.00072,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
37,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-0.3926990816987237,0.0132,0.00076,0.00076,0.00076,0.0,0.0,0.00076,2.5383334571180907,0.2217470983506414,0.13,0,0.0132,0.00076,0.00076,0.00076,0.00076,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
38,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-0.6544984694978737,0.01397,0.00079,0.00079,0.00079,0.0,0.0,0.00079,2.5383334571180907,0.2217470983506414,0.13,0,0.01397,0.00079,0.00079,0.00079,0.00079,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
39,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-0.9162978572970228,0.01439,0.00084,0.00084,0.00084,0.0,0.0,0.00084,2.5383334571180907,0.2217470983506414,0.13,0,0.01439,0.00084,0.00084,0.00084,0.00084,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
40,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-1.1780972450961729,0.01675,0.00089,0.00089,0.00089,0.0,0.0,0.00089,2.5383334571180907,0.2217470983506414,0.13,0,0.01675,0.00089,0.00089,0.00089,0.00089,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
41,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-1.439896632895322,0.01842,0.00096,0.00096,0.00096,0.0,0.0,0.00096,2.5383334571180907,0.2217470983506414,0.13,0,0.01842,0.00096,0.00096,0.00096,0.00096,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
42,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-1.701696020694472,0.02197,0.0011,0.0011,0.0011,0.0,0.0,0.0011,2.5383334571180907,0.2217470983506414,0.13,0,0.02197,0.0011,0.0011,0.0011,0.0011,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
43,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-1.9634954084936211,0.02567,0.0012,0.0012,0.0012,0.0,0.0,0.0012,2.5383334571180907,0.2217470983506414,0.13,0,0.02567,0.0012,0.0012,0.0012,0.0012,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
44,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-2.2252947962927703,0.03149,0.0013,0.0013,0.0013,0.0,0.0,0.0013,2.5383334571180907,0.2217470983506414,0.13,0,0.03149,0.0013,0.0013,0.0013,0.0013,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
45,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-2.4870941840919194,0.0391,0.0014,0.0014,0.0014,0.0,0.0,0.0014,2.5383334571180907,0.2217470983506414,0.13,0,0.0391,0.0014,0.0014,0.0014,0.0014,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
46,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-2.7488935718910694,0.04204,0.0016,0.0016,0.0016,0.0,0.0,0.0016,2.5383334571180907,0.2217470983506414,0.13,0,0.04204,0.0016,0.0016,0.0016,0.0016,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
47,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.363,3.17,-0.2966455172813882,-3.0106929596902186,0.04614,0.0017,0.0017,0.0017,0.0,0.0,0.0017,2.5383334571180907,0.2217470983506414,0.13,0,0.04614,0.0017,0.0017,0.0017,0.0017,0.0,0.0,BMK,14.734878914337072,0.6303198887438111,0.38259188299591457,0.14637654893435958,0.3460597451648727,-0.0028127600841782153,,-0.025106776832159193,,,,-0.015139297451869593,-4.259179541060593,
48,DataSet with 1080 points,141,MC,HALLA,en2engamma,fixed target,2020,Table 1.1,Trento,e-,GeV,n,e-,n,gamma,BSS,Beam Helicity Independent Cross Section,nb/GeV^4,column6,column7,in1energy,GeV,column1,xB,1,column2,Q2,GeV^2,column3,t,GeV^2,column4,phi,deg,column5,"['x1name', 'x2name', 'x3name', 'x4name', 'x5name']","['in1energy', 'xB', 'Q2', 't', 'phi']",BSS,BSS-HALLA-18.dat,"{'in1energy': 'GeV', 'xB': '1', 'Q2': 'GeV^2', 't': 'GeV^2', 'phi': 'deg', 'BSS': 'nb/GeV^4'}",{'phi': 'rad'},-1,7.383,0.365,3.18,-0.3848779464276705,3.0106929596902186,0.03354,0.0026,0.0026,0.0026,0.0,0.0,0.0026,2.532327612593276,0.22324159021406728,0.216,0,0.03354,0.0026,0.0026,0.0026,0.0026,0.0,0.0,BMK,14.734878914337072,0.6288435766583389,0.38409447703363064,0.14752856728773822,0.3618511852188359,0.0035731408899976227,0.059775755034943916,0.03186621779255541,0.17851111391886895,0.46611957732545145,0.14178616813217898,0.019905208804824603,-4.602788339633833,-0.42798533066354866
